Diagnostico_transcrito,Diagnostico_estandar,Diagnostico_extendido,Freq,Npartes,Nfalta,IDs,Diagnostico_clasificacion
Necrosis,Necro,necrosis,1,1,0,BO_1976_06846,Enfermedades de la piel y del tejido subcutáneo
Necrosis e I.,Necro,necrosis,1,2,1,BO_1976_06832,Enfermedades de la piel y del tejido subcutáneo
Necrosis no T,Necro+noT,necrosis + no traumatica,1,2,0,BO_1976_06799,Enfermedades de la piel y del tejido subcutáneo
No copias Xoco,NoCopia,no copias,12,1,0,"BO_1979_01325,BO_1979_01446,BO_1979_04453,BO_1979_04523,BO_1979_04525",
Villa,NoCopia,no copias,8,1,0,"BO_1979_02959,BO_1979_02961,BO_1979_03707,BO_1979_03712,BO_1979_04217",
No copias,NoCopia,no copias,3,1,0,"BO_1977_03010,BO_1977_04135,BO_1977_04212",
No copias xoco,NoCopia,no copias,3,1,0,"BO_1979_00376,BO_1979_01112,BO_1979_03563",
No copia Xoco,NoCopia,no copias,2,1,0,"BO_1979_02129,BO_1979_02164",
No Copias Xoco,NoCopia,no copias,2,1,0,"BO_1979_03208,BO_1979_05340",
No copias HTB,NoCopia,no copias,2,1,0,"BO_1979_05623,BO_1979_05624",
No copias Ba...,NoCopia,no copias,1,1,0,BO_1979_05431,
No se recibieron copias,NoCopia,no copias,1,1,0,BO_1979_06823,
No Copias HTB,NoCopia,no copias,1,1,0,BO_1979_00864,
No se recibieron,NoCopia,no copias,1,1,0,BO_1975_06695,
No envio copias HT XOCO,NoCopia,no copias,1,1,0,BO_1978_04083,
No copia,NoCopia,no copias,1,1,0,BO_1977_05795,
No envio copias CHT xoco,NoCopia,no copias,1,1,0,BO_1978_04779,
No envio copias Balbuena,NoCopia,no copias,1,1,0,BO_1979_05914,
No dictamen,NoCopia,no copias,1,1,0,BO_1978_02824,
no copias Xoco,NoCopia,no copias,1,1,0,BO_1979_04241,
Sin Copias XT XOCO,NoCopia,no copias,1,1,0,BO_1978_06452,
HTB No copias,NoCopia,no copias,1,1,0,BO_1979_00174,
MPnoT,noT,no traumatica,1,2,1,BO_1978_06028,
Perit no T,noT,no traumatica,1,2,1,BO_1974_03687,
CSGnoT,noT,no traumatica,1,2,1,BO_1979_06529,
Oclusion...,Oclusion,oclusion,1,1,0,BO_1977_07015,Enfermedades del sistema circulatorio
Osteomelitis,Osteomielitis,osteomielitis,2,1,0,"BO_1976_06788,BO_1979_07273",Enfermedades del sistema osteomuscular y del tejido conjuntivo
Ostiomielitis,Osteomielitis,osteomielitis,1,1,0,BO_1977_07041,Enfermedades del sistema osteomuscular y del tejido conjuntivo
Ostiomelitis Cron.,Osteomielitis,osteomielitis,1,1,0,BO_1977_07053,Enfermedades del sistema osteomuscular y del tejido conjuntivo
Osteomielitis,Osteomielitis,osteomielitis,1,1,0,BO_1977_07039,Enfermedades del sistema osteomuscular y del tejido conjuntivo
Pancreatitis,Pancrea,pancreatitis,51,1,0,"BO_1974_00161,BO_1974_01019,BO_1974_01848,BO_1974_04841,BO_1974_05009",Enfermedades del sistema digestivo
PANCREATITIS,Pancrea,pancreatitis,3,1,0,"BO_1974_02847,BO_1974_03067,BO_1974_03291",Enfermedades del sistema digestivo
PancreaT,Pancrea,pancreatitis,1,1,0,BO_1976_03385,Enfermedades del sistema digestivo
PancreaTi,Pancrea,pancreatitis,1,1,0,BO_1976_00211,Enfermedades del sistema digestivo
PancreaTiTis,Pancrea,pancreatitis,1,1,0,BO_1978_00519,Enfermedades del sistema digestivo
Pancopatitis (?),Pancrea,pancreatitis,1,1,0,BO_1976_05659,Enfermedades del sistema digestivo
Panccreatitis,Pancrea,pancreatitis,1,1,0,BO_1976_04305,Enfermedades del sistema digestivo
Pancretitis,Pancrea,pancreatitis,1,1,0,BO_1976_04446,Enfermedades del sistema digestivo
pancreatitis,Pancrea,pancreatitis,1,1,0,BO_1977_05168,Enfermedades del sistema digestivo
TCE Pancreat,Pancrea+TCE,pancreatitis + traumatismo craneo encefalico,1,2,0,BO_1975_03268,Enfermedades del sistema digestivo + Trauma
Parto Dis,PartoDis,parto distosico,1,1,0,BO_1976_04228,"Embarazo, parto y puerperio"
Parto Dis.,PartoDis,parto distosico,1,1,0,BO_1977_06923,"Embarazo, parto y puerperio"
Parto Distos,PartoDis,parto distosico,1,1,0,BO_1977_01155,"Embarazo, parto y puerperio"
EPB Comp De parto distosico,PartoDis,parto distosico,1,2,1,BO_1974_00672,"Embarazo, parto y puerperio"
TCE por parto distesico,PartoDis+TCE,parto distosico + traumatismo craneo encefalico,1,2,0,BO_1975_06484,"Embarazo, parto y puerperio + Trauma"
Per,PER,peritonitis o perforacion,14,1,0,"BO_1975_00086,BO_1975_01788,BO_1975_03706,BO_1975_03769,BO_1975_05513",Enfermedades del sistema digestivo
Peritonitis,PER,peritonitis o perforacion,5,1,0,"BO_1976_03090,BO_1978_02859,BO_1978_06560,BO_1978_06594,BO_1979_06566",Enfermedades del sistema digestivo
PER,PER,peritonitis o perforacion,4,1,0,"BO_1974_01677,BO_1974_04649,BO_1978_00335,BO_1978_01731",Enfermedades del sistema digestivo
Per x PerfVis,PER,peritonitis o perforacion,1,2,1,BO_1975_03450,Enfermedades del sistema digestivo
Per x arcasis,PER,peritonitis o perforacion,1,2,1,BO_1977_03210,Enfermedades del sistema digestivo
Per+Apendic,PER,peritonitis o perforacion,1,2,1,BO_1975_05212,Enfermedades del sistema digestivo
Per+Colecistitis,PER,peritonitis o perforacion,1,2,1,BO_1978_04706,Enfermedades del sistema digestivo
Per+HsPC,PER,peritonitis o perforacion,1,2,1,BO_1975_02097,Enfermedades del sistema digestivo
Per Tom,PER,peritonitis o perforacion,1,2,1,BO_1977_04184,Enfermedades del sistema digestivo
Per AsH,PER,peritonitis o perforacion,1,2,1,BO_1974_04971,Enfermedades del sistema digestivo
Per Post Tr,PER,peritonitis o perforacion,1,2,1,BO_1975_01610,Enfermedades del sistema digestivo
PER X RUP,PER,peritonitis o perforacion,1,2,1,BO_1974_03076,Enfermedades del sistema digestivo
PER PERF NOT,PER,peritonitis o perforacion,1,3,2,BO_1974_04441,Enfermedades del sistema digestivo
PERITONITIS,PER,peritonitis o perforacion,1,1,0,BO_1974_03581,Enfermedades del sistema digestivo
PERX APENDICITIS,PER,peritonitis o perforacion,1,2,1,BO_1974_04924,Enfermedades del sistema digestivo
TVulvoVaginaPel,PER,peritonitis o perforacion,1,2,1,BO_1979_04734,Enfermedades del sistema digestivo
Per+Perf es[...]go x inget east[...],PER,peritonitis o perforacion,1,4,3,BO_1975_04406,Enfermedades del sistema digestivo
PerxRH,PER,peritonitis o perforacion,1,2,1,BO_1974_04977,Enfermedades del sistema digestivo
Per+perf,PER,peritonitis o perforacion,1,2,1,BO_1974_03959,Enfermedades del sistema digestivo
PerEstVisHudca,PER,peritonitis o perforacion,1,4,3,BO_1975_01657,Enfermedades del sistema digestivo
Apendice Perforada + Pe,PER,peritonitis o perforacion,1,3,2,BO_1978_06226,Enfermedades del sistema digestivo
HEM PER,PER,peritonitis o perforacion,1,2,1,BO_1974_02182,Enfermedades del sistema digestivo
PER de TA,PER+_TA,peritonitis o perforacion + torax abdomen,1,2,0,BO_1978_01134,Enfermedades del sistema digestivo
Per no T,PER+noT,no traumatica + peritonitis o perforacion,1,2,0,BO_1975_04671,Enfermedades del sistema digestivo
Peritonitis no T,PER+noT,no traumatica + peritonitis o perforacion,1,2,0,BO_1979_00524,Enfermedades del sistema digestivo
Perf no T ileon+Per,PER+Perf,perforacion + peritonitis o perforacion,1,4,2,BO_1975_01770,Causas externas de morbilidad y de mortalidad + Enfermedades del sistema digestivo
Ret. Placenta Per.,PER+Placenta+Ret,peritonitis o perforacion + placenta + retencion,1,3,0,BO_1976_02331,"Embarazo, parto y puerperio + Enfermedades del sistema digestivo"
PN+Per,PER+PN,peritonitis o perforacion + pleuro pneumonia,2,2,0,"BO_1976_05002,BO_1978_04228",Enfermedades del sistema digestivo + Enfermedades del sistema respiratorio
PN+PER TA,PER+PN+TA,peritonitis o perforacion + pleuro pneumonia + traumatismo abdomen,1,3,0,BO_1978_02623,Enfermedades del sistema digestivo + Enfermedades del sistema respiratorio + Trauma
TA+PN y Per,PER+PN+TA,peritonitis o perforacion + pleuro pneumonia + traumatismo abdomen,1,3,0,BO_1975_01417,Enfermedades del sistema digestivo + Enfermedades del sistema respiratorio + Trauma
TCA+Per+PN,PER+PN+TAC,peritonitis o perforacion + pleuro pneumonia + traumatismo abdomen craneo,3,3,0,"BO_1975_02431,BO_1975_02502,BO_1975_02515",Enfermedades del sistema digestivo + Enfermedades del sistema respiratorio + Trauma
TAP+PN+PER,PER+PN+TAP,peritonitis o perforacion + pleuro pneumonia + traumatismo abdomen pelvis,1,3,0,BO_1974_01782,Enfermedades del sistema digestivo + Enfermedades del sistema respiratorio + Trauma
TM+PN+PER,PER+PN+TM,peritonitis o perforacion + pleuro pneumonia + traumatismo multiple,2,3,0,"BO_1974_01098,BO_1977_04034",Enfermedades del sistema digestivo + Enfermedades del sistema respiratorio + Trauma
PerxRetRe,PER+Ret,peritonitis o perforacion + retencion,1,3,1,BO_1976_02901,"Embarazo, parto y puerperio + Enfermedades del sistema digestivo"
S+Per,PER+Septi,peritonitis o perforacion + septicemia,1,2,0,BO_1975_05331,Ciertas enfermedades infecciosas y parasitarias + Enfermedades del sistema digestivo
S. Peritonitis,PER+Septi,peritonitis o perforacion + septicemia,1,2,0,BO_1976_00383,Ciertas enfermedades infecciosas y parasitarias + Enfermedades del sistema digestivo
SxUlcera Per,PER+Septi+Ulcera,peritonitis o perforacion + septicemia + ulcera,1,3,0,BO_1977_02028,Ciertas enfermedades infecciosas y parasitarias + Enfermedades del sistema digestivo
TA+Per,PER+TA,peritonitis o perforacion + traumatismo abdomen,19,2,0,"BO_1974_00452,BO_1975_01996,BO_1975_02446,BO_1975_02544,BO_1975_03141",Enfermedades del sistema digestivo + Trauma
TA+PER,PER+TA,peritonitis o perforacion + traumatismo abdomen,8,2,0,"BO_1974_00463,BO_1974_01322,BO_1974_02128,BO_1974_02479,BO_1974_02835",Enfermedades del sistema digestivo + Trauma
Per+TA,PER+TA,peritonitis o perforacion + traumatismo abdomen,1,2,0,BO_1978_03064,Enfermedades del sistema digestivo + Trauma
TCA+PER,PER+TAC,peritonitis o perforacion + traumatismo abdomen craneo,1,2,0,BO_1974_04060,Enfermedades del sistema digestivo + Trauma
TAP+Per,PER+TAP,peritonitis o perforacion + traumatismo abdomen pelvis,2,2,0,"BO_1976_04334,BO_1978_05396",Enfermedades del sistema digestivo + Trauma
TCE+PER,PER+TCE,peritonitis o perforacion + traumatismo craneo encefalico,2,2,0,"BO_1974_04353,BO_1974_04939",Enfermedades del sistema digestivo + Trauma
TM+Per,PER+TM,peritonitis o perforacion + traumatismo multiple,6,2,0,"BO_1975_01706,BO_1975_04462,BO_1976_00664,BO_1977_00927,BO_1977_02235",Enfermedades del sistema digestivo + Trauma
HTBTCM,PER+TM,peritonitis o perforacion + traumatismo multiple,1,2,0,BO_1979_04111,Enfermedades del sistema digestivo + Trauma
TP+Per,PER+TP,peritonitis o perforacion + traumatismo pelvis,2,2,0,"BO_1976_05370,BO_1977_04152",Enfermedades del sistema digestivo + Trauma
PerxT,PER+Trau,peritonitis o perforacion + traumatismo,2,2,0,"BO_1976_02304,BO_1977_03166",Enfermedades del sistema digestivo + Trauma
TTA+Per,PER+TTA,peritonitis o perforacion + traumatismo torax abdomen,1,2,0,BO_1974_01834,Enfermedades del sistema digestivo + Trauma
TTA+PER,PER+TTA,peritonitis o perforacion + traumatismo torax abdomen,1,2,0,BO_1978_04485,Enfermedades del sistema digestivo + Trauma
Ulcera+Per,PER+Ulcera,peritonitis o perforacion + ulcera,1,2,0,BO_1979_01613,Enfermedades del sistema digestivo
CS x Perforacion uterina,PER+Utero,peritonitis o perforacion + utero,1,3,1,BO_1978_04214,Enfermedades del sistema digestivo
Perf. de color,Perf,perforacion,1,2,1,BO_1976_00204,Causas externas de morbilidad y de mortalidad
Perf Uter Placent,Perf+Placenta+Utero,perforacion + placenta + utero,1,3,0,BO_1975_01230,Causas externas de morbilidad y de mortalidad
Cuadro Septico por Perf no T,Perf+Septi+noT,no traumatica + perforacion + septicemia,1,3,0,BO_1974_04061,Causas externas de morbilidad y de mortalidad + Ciertas enfermedades infecciosas y parasitarias
Rastro Placentaris,Placenta,placenta,1,2,1,BO_1976_06558,
Restos Placent,Placenta,placenta,1,2,1,BO_1975_06502,
RetPlac,Placenta+Ret,placenta + retencion,2,2,0,"BO_1977_00237,BO_1979_03736","Embarazo, parto y puerperio"
RPlacenta,Placenta+Ret,placenta + retencion,1,2,0,BO_1977_02967,"Embarazo, parto y puerperio"
Ret. Placent.,Placenta+Ret,placenta + retencion,1,2,0,BO_1977_05473,"Embarazo, parto y puerperio"
Retencion Placen,Placenta+Ret,placenta + retencion,1,2,0,BO_1974_00027,"Embarazo, parto y puerperio"
Placenta P.,PlaPrevia,placenta previa,1,1,0,BO_1977_05666,"Embarazo, parto y puerperio"
PN,PN,pleuro pneumonia,229,1,0,"BO_1974_00007,BO_1974_00099,BO_1974_00322,BO_1974_00383,BO_1974_01058",Enfermedades del sistema respiratorio
PN+,PN,pleuro pneumonia,3,1,0,"BO_1976_00715,BO_1976_02174,BO_1976_02631",Enfermedades del sistema respiratorio
Pn,PN,pleuro pneumonia,2,1,0,"BO_1975_06369,BO_1976_02423",Enfermedades del sistema respiratorio
PN+CR,PN,pleuro pneumonia,2,2,1,"BO_1974_04996,BO_1974_05002",Enfermedades del sistema respiratorio
PN+P,PN,pleuro pneumonia,2,2,1,"BO_1974_00398,BO_1974_04798",Enfermedades del sistema respiratorio
PN+TromPI,PN,pleuro pneumonia,1,3,2,BO_1976_01098,Enfermedades del sistema respiratorio
PN+UMI,PN,pleuro pneumonia,1,2,1,BO_1978_03139,Enfermedades del sistema respiratorio
PNEH,PN,pleuro pneumonia,1,2,1,BO_1976_05926,Enfermedades del sistema respiratorio
PL,PN,pleuro pneumonia,1,1,0,BO_1974_05471,Enfermedades del sistema respiratorio
PN ABSCESOS,PN,pleuro pneumonia,1,3,2,BO_1974_03485,Enfermedades del sistema respiratorio
PN+Pericardio,PN,pleuro pneumonia,1,2,1,BO_1974_03502,Enfermedades del sistema respiratorio
PN+SEPSIS,PN,pleuro pneumonia,1,2,1,BO_1978_04890,Enfermedades del sistema respiratorio
PN+EH,PN,pleuro pneumonia,1,2,1,BO_1975_00444,Enfermedades del sistema respiratorio
PN+De,PN,pleuro pneumonia,1,2,1,BO_1977_06152,Enfermedades del sistema respiratorio
PN+ENTCOLITIS,PN,pleuro pneumonia,1,2,1,BO_1974_01305,Enfermedades del sistema respiratorio
PN+INT,PN,pleuro pneumonia,1,2,1,BO_1974_01300,Enfermedades del sistema respiratorio
TCCerA+PN,PN,pleuro pneumonia,1,2,0,BO_1975_02422,Enfermedades del sistema respiratorio
T Ms Is + PN,PN,pleuro pneumonia,1,2,1,BO_1978_00148,Enfermedades del sistema respiratorio
ATTA+PN,PN,pleuro pneumonia,1,2,1,BO_1974_03380,Enfermedades del sistema respiratorio
IA+PN,PN,pleuro pneumonia,1,2,1,BO_1974_04164,Enfermedades del sistema respiratorio
Retencion Placentaria+PN,PN+Placenta+Ret,placenta + pleuro pneumonia + retencion,1,3,0,BO_1975_00103,"Embarazo, parto y puerperio + Enfermedades del sistema respiratorio"
Quem+PN,PN+Quem,pleuro pneumonia + quemaduras,25,2,0,"BO_1975_00365,BO_1975_01299,BO_1975_01827,BO_1975_04292,BO_1975_04312",Causas externas de morbilidad y de mortalidad + Enfermedades del sistema respiratorio
Quemaduras+PN,PN+Quem,pleuro pneumonia + quemaduras,3,2,0,"BO_1974_01121,BO_1974_01921,BO_1974_04039",Causas externas de morbilidad y de mortalidad + Enfermedades del sistema respiratorio
PN+Quemaduras,PN+Quem,pleuro pneumonia + quemaduras,2,2,0,"BO_1975_01546,BO_1975_02477",Causas externas de morbilidad y de mortalidad + Enfermedades del sistema respiratorio
PN+QUEMADURAS,PN+Quem,pleuro pneumonia + quemaduras,1,2,0,BO_1974_03728,Causas externas de morbilidad y de mortalidad + Enfermedades del sistema respiratorio
PN+Quem,PN+Quem,pleuro pneumonia + quemaduras,1,2,0,BO_1978_00986,Causas externas de morbilidad y de mortalidad + Enfermedades del sistema respiratorio
Quemaduras + PN,PN+Quem,pleuro pneumonia + quemaduras,1,2,0,BO_1974_00669,Causas externas de morbilidad y de mortalidad + Enfermedades del sistema respiratorio
QUEMADURAS+PN,PN+Quem,pleuro pneumonia + quemaduras,1,2,0,BO_1974_01432,Causas externas de morbilidad y de mortalidad + Enfermedades del sistema respiratorio
TA+PN,PN+TA,pleuro pneumonia + traumatismo abdomen,6,2,0,"BO_1974_00086,BO_1974_04138,BO_1975_00789,BO_1975_01076,BO_1977_04653",Enfermedades del sistema respiratorio + Trauma
TA+PN+P,PN+TA,pleuro pneumonia + traumatismo abdomen,2,3,1,"BO_1974_00830,BO_1974_01671",Enfermedades del sistema respiratorio + Trauma
PN+P+TA,PN+TA,pleuro pneumonia + traumatismo abdomen,1,3,1,BO_1974_02287,Enfermedades del sistema respiratorio + Trauma
PN+TA,PN+TA,pleuro pneumonia + traumatismo abdomen,1,2,0,BO_1974_00973,Enfermedades del sistema respiratorio + Trauma
TCA+PN,PN+TAC,pleuro pneumonia + traumatismo abdomen craneo,2,2,0,"BO_1974_02668,BO_1976_05053",Enfermedades del sistema respiratorio + Trauma
TCAP+PN,PN+TACP,pleuro pneumonia + traumatismo abdomen craneo pelvis,1,2,0,BO_1974_02238,Enfermedades del sistema respiratorio + Trauma
TAP+PN,PN+TAP,pleuro pneumonia + traumatismo abdomen pelvis,1,2,0,BO_1975_05198,Enfermedades del sistema respiratorio + Trauma
PN+TB,PN+TB,pleuro pneumonia + tuberculosis,12,2,0,"BO_1974_02016,BO_1974_02413,BO_1974_04025,BO_1974_04044,BO_1974_04520",Ciertas enfermedades infecciosas y parasitarias + Enfermedades del sistema respiratorio
PN+Tb,PN+TB,pleuro pneumonia + tuberculosis,1,2,0,BO_1978_01664,Ciertas enfermedades infecciosas y parasitarias + Enfermedades del sistema respiratorio
TCCerv+PN,PN+TCCer,pleuro pneumonia + traumatismo craneo cervico,2,2,0,"BO_1977_03050,BO_1977_04157",Enfermedades del sistema respiratorio + Trauma
TCC+PN,PN+TCCer,pleuro pneumonia + traumatismo craneo cervico,1,2,0,BO_1979_01329,Enfermedades del sistema respiratorio + Trauma
TCerMed+PN,PN+TCCerM,pleuro pneumonia + traumatismo craneo cervico medular,1,2,0,BO_1979_05852,Enfermedades del sistema respiratorio + Trauma
TCM+PN,PN+TCCerM,pleuro pneumonia + traumatismo craneo cervico medular,1,2,0,BO_1974_04167,Enfermedades del sistema respiratorio + Trauma
TCE+PN,PN+TCE,pleuro pneumonia + traumatismo craneo encefalico,82,2,0,"BO_1974_00298,BO_1974_00411,BO_1974_00595,BO_1974_00681,BO_1974_00745",Enfermedades del sistema respiratorio + Trauma
PN+TCE,PN+TCE,pleuro pneumonia + traumatismo craneo encefalico,4,2,0,"BO_1974_04241,BO_1977_03824,BO_1978_00357,BO_1978_04062",Enfermedades del sistema respiratorio + Trauma
TCE + PN,PN+TCE,pleuro pneumonia + traumatismo craneo encefalico,2,2,0,"BO_1979_03196,BO_1979_03205",Enfermedades del sistema respiratorio + Trauma
TC+PN,PN+TCer,pleuro pneumonia + traumatismo cervico,1,2,0,BO_1974_01845,Enfermedades del sistema respiratorio + Trauma
PL y TCP,PN+TCP,pleuro pneumonia + traumatismo craneo pelvis,1,2,0,BO_1974_04769,Enfermedades del sistema respiratorio + Trauma
TCP+PN,PN+TCP,pleuro pneumonia + traumatismo craneo pelvis,1,2,0,BO_1974_04501,Enfermedades del sistema respiratorio + Trauma
TCT+PN,PN+TCT,pleuro pneumonia + traumatismo craneo torax,8,2,0,"BO_1974_02526,BO_1974_03197,BO_1974_03297,BO_1974_03409,BO_1976_01100",Enfermedades del sistema respiratorio + Trauma
TM+PN,PN+TM,pleuro pneumonia + traumatismo multiple,54,2,0,"BO_1974_00356,BO_1974_00944,BO_1974_02118,BO_1974_02953,BO_1974_04637",Enfermedades del sistema respiratorio + Trauma
PN+TM,PN+TM,pleuro pneumonia + traumatismo multiple,3,2,0,"BO_1974_00079,BO_1974_01636,BO_1978_03454",Enfermedades del sistema respiratorio + Trauma
PnxTM,PN+TM,pleuro pneumonia + traumatismo multiple,1,2,0,BO_1977_01800,Enfermedades del sistema respiratorio + Trauma
TM + PN,PN+TM,pleuro pneumonia + traumatismo multiple,1,2,0,BO_1979_03147,Enfermedades del sistema respiratorio + Trauma
TM+PN-,PN+TM,pleuro pneumonia + traumatismo multiple,1,2,0,BO_1978_02679,Enfermedades del sistema respiratorio + Trauma
TMI+PN,PN+TMi,pleuro pneumonia + traumatismo miembro,20,2,0,"BO_1974_01989,BO_1974_02951,BO_1974_03224,BO_1974_04248,BO_1974_04309",Enfermedades del sistema respiratorio + Trauma
PN+TMI,PN+TMi,pleuro pneumonia + traumatismo miembro,4,2,0,"BO_1974_01620,BO_1974_02096,BO_1974_03204,BO_1975_00156",Enfermedades del sistema respiratorio + Trauma
TMsIs+PN,PN+TMiI,pleuro pneumonia + traumatismo miembro inferior,1,2,0,BO_1979_00445,Enfermedades del sistema respiratorio + Trauma
PN+TMS,PN+TMiS,pleuro pneumonia + traumatismo miembro superior,1,2,0,BO_1974_03482,Enfermedades del sistema respiratorio + Trauma
TP+PN,PN+TP,pleuro pneumonia + traumatismo pelvis,4,2,0,"BO_1974_00214,BO_1974_01119,BO_1974_02076,BO_1974_02664",Enfermedades del sistema respiratorio + Trauma
TRaq+PN,PN+TRaq,pleuro pneumonia + traumatismo raqui,1,2,0,BO_1978_03636,Enfermedades del sistema respiratorio + Trauma
